"","Temperature","","","Dew Point","","","Humidity","","","Speed","","","Pressure","","Precip. Accum."
"7/12/2025","25.4ʡC","17.7ʡC","6.7ʡC","14.7ʡC","10.3ʡC","6.0ʡC","95ʡ%","66ʡ%","38ʡ%","--","--","--","1,000.51ʡhPa","998.91ʡhPa","--"
"7/13/2025","27.1ʡC","19.4ʡC","9.0ʡC","16.9ʡC","13.1ʡC","8.2ʡC","95ʡ%","70ʡ%","44ʡ%","--","--","--","1,000.76ʡhPa","997.66ʡhPa","--"
"7/14/2025","27.2ʡC","20.3ʡC","10.7ʡC","17.5ʡC","14.1ʡC","10.1ʡC","96ʡ%","70ʡ%","44ʡ%","--","--","--","998.16ʡhPa","994.71ʡhPa","--"
"7/15/2025","27.9ʡC","20.8ʡC","10.9ʡC","17.0ʡC","14.4ʡC","10.3ʡC","96ʡ%","70ʡ%","45ʡ%","--","--","--","994.66ʡhPa","989.56ʡhPa","--"
"7/16/2025","27.8ʡC","21.0ʡC","11.7ʡC","17.3ʡC","13.6ʡC","10.9ʡC","95ʡ%","66ʡ%","39ʡ%","--","--","--","993.01ʡhPa","990.06ʡhPa","--"
"7/17/2025","27.9ʡC","20.0ʡC","9.6ʡC","15.9ʡC","11.9ʡC","8.6ʡC","94ʡ%","63ʡ%","35ʡ%","--","--","--","995.26ʡhPa","992.91ʡhPa","--"
"7/18/2025","27.7ʡC","20.5ʡC","9.6ʡC","14.9ʡC","11.5ʡC","7.6ʡC","88ʡ%","59ʡ%","39ʡ%","--","--","--","995.26ʡhPa","991.11ʡhPa","--"
"7/19/2025","28.3ʡC","21.3ʡC","11.8ʡC","19.4ʡC","14.5ʡC","9.8ʡC","88ʡ%","67ʡ%","39ʡ%","--","--","--","991.76ʡhPa","989.11ʡhPa","--"
"7/20/2025","27.2ʡC","20.6ʡC","11.8ʡC","16.0ʡC","13.3ʡC","10.9ʡC","95ʡ%","66ʡ%","40ʡ%","--","--","--","991.76ʡhPa","989.46ʡhPa","--"
"7/21/2025","26.2ʡC","19.5ʡC","9.9ʡC","15.4ʡC","13.1ʡC","9.1ʡC","95ʡ%","69ʡ%","44ʡ%","--","--","--","991.06ʡhPa","988.91ʡhPa","--"
"7/22/2025","26.9ʡC","20.2ʡC","11.2ʡC","16.9ʡC","14.1ʡC","10.4ʡC","95ʡ%","71ʡ%","44ʡ%","--","--","--","990.01ʡhPa","988.06ʡhPa","--"
"7/23/2025","29.5ʡC","21.0ʡC","11.4ʡC","17.1ʡC","14.0ʡC","10.5ʡC","95ʡ%","68ʡ%","34ʡ%","--","--","--","989.31ʡhPa","986.96ʡhPa","--"
"7/24/2025","30.2ʡC","22.2ʡC","12.6ʡC","18.9ʡC","14.9ʡC","11.8ʡC","95ʡ%","67ʡ%","35ʡ%","--","--","--","988.06ʡhPa","986.26ʡhPa","--"
"7/25/2025","28.6ʡC","21.1ʡC","14.0ʡC","17.9ʡC","15.0ʡC","12.4ʡC","95ʡ%","71ʡ%","40ʡ%","--","--","--","987.16ʡhPa","983.66ʡhPa","--"
"7/26/2025","21.3ʡC","17.6ʡC","13.2ʡC","17.5ʡC","15.8ʡC","12.7ʡC","99ʡ%","90ʡ%","72ʡ%","--","--","--","986.06ʡhPa","983.06ʡhPa","--"
"7/27/2025","24.0ʡC","19.4ʡC","15.7ʡC","19.5ʡC","17.0ʡC","14.3ʡC","98ʡ%","87ʡ%","71ʡ%","--","--","--","986.56ʡhPa","983.71ʡhPa","--"
"7/28/2025","23.8ʡC","18.6ʡC","12.4ʡC","18.0ʡC","15.3ʡC","12.1ʡC","98ʡ%","82ʡ%","55ʡ%","--","--","--","985.66ʡhPa","983.81ʡhPa","--"
"7/29/2025","20.4ʡC","17.0ʡC","12.3ʡC","19.7ʡC","16.4ʡC","11.9ʡC","99ʡ%","97ʡ%","94ʡ%","--","--","--","985.76ʡhPa","981.36ʡhPa","--"
"7/30/2025","22.9ʡC","18.8ʡC","14.0ʡC","18.7ʡC","15.6ʡC","12.4ʡC","97ʡ%","83ʡ%","56ʡ%","--","--","--","990.46ʡhPa","981.31ʡhPa","--"
"7/31/2025","25.4ʡC","18.3ʡC","12.3ʡC","19.6ʡC","16.0ʡC","12.0ʡC","99ʡ%","88ʡ%","68ʡ%","--","--","--","990.51ʡhPa","986.86ʡhPa","--"
