"","Temperature","","","Dew Point","","","Humidity","","","Speed","","","Pressure","","Precip. Accum."
"12/14/2024","-1.7ʡC","-2.8ʡC","-5.1ʡC","-1.8ʡC","-3.1ʡC","-5.7ʡC","99ʡ%","98ʡ%","95ʡ%","--","--","--","987.86ʡhPa","974.01ʡhPa","--"
"12/15/2024","-5.0ʡC","-8.5ʡC","-14.3ʡC","-5.4ʡC","-9.3ʡC","-15.4ʡC","97ʡ%","94ʡ%","91ʡ%","--","--","--","986.91ʡhPa","959.01ʡhPa","--"
"12/16/2024","0.8ʡC","-1.8ʡC","-8.1ʡC","-1.3ʡC","-3.4ʡC","-8.7ʡC","99ʡ%","89ʡ%","81ʡ%","--","--","--","968.86ʡhPa","959.31ʡhPa","--"
"12/17/2024","2.1ʡC","-1.9ʡC","-10.6ʡC","-0.5ʡC","-3.6ʡC","-11.5ʡC","98ʡ%","88ʡ%","78ʡ%","--","--","--","991.26ʡhPa","966.61ʡhPa","--"
"12/18/2024","-0.1ʡC","-6.0ʡC","-11.8ʡC","-0.1ʡC","-6.4ʡC","-12.7ʡC","100ʡ%","97ʡ%","92ʡ%","--","--","--","991.16ʡhPa","961.41ʡhPa","--"
"12/19/2024","0.1ʡC","-1.7ʡC","-7.0ʡC","0.1ʡC","-1.9ʡC","-7.5ʡC","100ʡ%","99ʡ%","96ʡ%","--","--","--","964.41ʡhPa","958.41ʡhPa","--"
"12/20/2024","-7.0ʡC","-10.5ʡC","-13.0ʡC","-7.6ʡC","-11.3ʡC","-13.8ʡC","96ʡ%","93ʡ%","90ʡ%","--","--","--","977.81ʡhPa","964.41ʡhPa","--"
"12/21/2024","-12.1ʡC","-18.3ʡC","-21.9ʡC","-12.8ʡC","-19.4ʡC","-23.3ʡC","95ʡ%","91ʡ%","87ʡ%","--","--","--","979.61ʡhPa","971.56ʡhPa","--"
"12/22/2024","-4.2ʡC","-7.7ʡC","-16.4ʡC","-4.5ʡC","-8.2ʡC","-17.5ʡC","99ʡ%","97ʡ%","91ʡ%","--","--","--","974.96ʡhPa","962.71ʡhPa","--"
"12/23/2024","-4.7ʡC","-7.6ʡC","-14.0ʡC","-5.0ʡC","-8.2ʡC","-14.8ʡC","98ʡ%","95ʡ%","92ʡ%","--","--","--","997.01ʡhPa","975.11ʡhPa","--"
"12/24/2024","-4.2ʡC","-11.4ʡC","-16.7ʡC","-4.4ʡC","-12.1ʡC","-17.8ʡC","99ʡ%","94ʡ%","90ʡ%","--","--","--","997.66ʡhPa","991.36ʡhPa","--"
"12/25/2024","5.0ʡC","1.0ʡC","-5.5ʡC","3.9ʡC","0.7ʡC","-6.0ʡC","100ʡ%","98ʡ%","92ʡ%","--","--","--","999.31ʡhPa","989.46ʡhPa","--"
"12/26/2024","6.3ʡC","2.5ʡC","-1.0ʡC","4.7ʡC","0.8ʡC","-2.4ʡC","100ʡ%","89ʡ%","72ʡ%","--","--","--","1,008.37ʡhPa","996.06ʡhPa","--"
"12/27/2024","2.4ʡC","-1.6ʡC","-4.4ʡC","-1.3ʡC","-4.0ʡC","-6.2ʡC","91ʡ%","84ʡ%","75ʡ%","--","--","--","1,009.02ʡhPa","1,005.72ʡhPa","--"
"12/28/2024","-4.8ʡC","-6.6ʡC","-8.7ʡC","-5.6ʡC","-7.5ʡC","-9.3ʡC","98ʡ%","93ʡ%","88ʡ%","--","--","--","1,005.52ʡhPa","988.46ʡhPa","--"
"12/29/2024","2.9ʡC","-0.9ʡC","-5.7ʡC","0.1ʡC","-3.0ʡC","-6.7ʡC","99ʡ%","86ʡ%","63ʡ%","--","--","--","988.31ʡhPa","973.36ʡhPa","--"
"12/30/2024","-0.3ʡC","-2.5ʡC","-4.7ʡC","-4.2ʡC","-6.1ʡC","-7.9ʡC","83ʡ%","76ʡ%","62ʡ%","--","--","--","984.91ʡhPa","973.16ʡhPa","--"
"12/31/2024","-4.3ʡC","-7.6ʡC","-12.6ʡC","-7.7ʡC","-10.0ʡC","-13.7ʡC","95ʡ%","83ʡ%","75ʡ%","--","--","--","988.71ʡhPa","983.56ʡhPa","--"
